OrderID,CustomerName,PhoneNumber,Location,Country,StoreCode,Product,Quantity,Price,Date,CreditCardNumber,ExpiryDate
ORD5309,Emily Johnson,+1-571-8475,Houston,USA,STR104,Laptop,7,546.35,2022-02-27,3529-3276-6170-6483,04/28
ORD3346,Emily Doe,+1-954-3326,Phoenix,USA,STR123,Laptop,5,19.36,2022-07-19,2647-4979-3261-4808,07/26
ORD8472,John Smith,+1-593-3613,Chicago,USA,STR154,Laptop,4,103.76,2022-09-17,3297-4902-9847-6967,01/25
ORD3534,Emily Doe,+1-866-8020,Houston,USA,STR947,Tablet,6,71.73,2022-04-24,1837-7239-6107-5215,07/25
ORD1254,John Brown,+1-215-5372,Houston,USA,STR345,Smartphone,4,743.31,2022-03-22,1925-3198-8504-7887,10/22
ORD8459,Jane Smith,+1-205-7127,Phoenix,USA,STR382,Laptop,1,511.31,2022-08-24,5441-3431-3776-9917,12/22
ORD2767,Emily Brown,+1-860-2503,Chicago,USA,STR675,Laptop,1,959.56,2022-03-17,9823-9046-6402-7564,03/28
ORD6406,Jane Johnson,+1-128-7359,Los Angeles,USA,STR547,Headphones,6,88.75,2022-06-10,8983-1597-6897-4425,02/25
ORD2060,Michael Doe,+1-500-1269,Los Angeles,USA,STR629,Tablet,3,370.41,2022-07-31,3199-4100-9506-6235,08/26
ORD2706,Michael Brown,+1-128-3684,Phoenix,USA,STR464,Laptop,8,239.23,2022-01-24,7368-5801-8369-6590,01/22
ORD2402,Alex Brown,+1-166-1710,Chicago,USA,STR237,Smartwatch,5,198.44,2022-08-07,6737-1233-6510-4476,12/26
ORD4363,Michael Doe,+1-913-3739,Chicago,USA,STR807,Laptop,6,911.44,2022-06-18,7011-2126-3388-6682,12/23
ORD956,Emily Lee,+1-432-2191,Chicago,USA,STR221,Smartphone,6,264.03,2022-11-17,8052-3734-3533-1211,05/24
ORD5037,Alex Smith,+1-534-4132,Phoenix,USA,STR832,Smartphone,3,633.56,2022-10-21,3477-3502-4754-1549,04/27
ORD3751,Alex Lee,+1-573-3918,Phoenix,USA,STR400,Tablet,6,900.81,2022-09-01,6284-6919-1310-8490,10/26
ORD9690,Jane Smith,+1-496-7828,Chicago,USA,STR732,Smartwatch,2,298.84,2022-07-28,6400-2168-7845-7646,10/24
ORD5147,Emily Brown,+1-414-8255,Chicago,USA,STR264,Smartphone,7,682.17,2022-11-13,6220-2394-5536-3975,09/24
ORD898,Emily Johnson,+1-670-8857,New York,USA,STR889,Tablet,3,691.54,2022-01-19,3000-2871-5350-9014,12/25
ORD9486,Alex Lee,+1-766-5392,Houston,USA,STR846,Headphones,6,835.87,2022-08-19,8931-9839-3495-6246,08/25
ORD9665,Michael Lee,+1-347-7133,Chicago,USA,STR890,Smartphone,9,735.6,2022-01-12,1284-5537-8460-5573,09/24
