OrderID,CustomerName,PhoneNumber,Location,Country,StoreCode,Product,Quantity,Price,Date,CreditCardNumber,ExpiryDate
ORD9635,Michael Smith,+1-222-8751,Houston,USA,STR713,Smartwatch,4.82,561.91,2022-04-04,6420-6867-2856-8668,07/23
ORD6315,Alex Smith,+1-524-6569,Phoenix,USA,STR435,Laptop,8.55,291.6,2022-04-05,7676-7879-8031-6667,06/24
ORD8215,John Doe,+1-185-2760,Houston,USA,STR743,Smartphone,3.76,132.36,2022-09-24,7549-2577-2072-6544,11/22
ORD459,Michael Smith,+1-792-1766,Houston,USA,STR380,Smartwatch,3.54,249.73,2022-07-20,4002-9623-2080-7249,12/28
ORD8409,Emily Doe,+1-565-2982,Houston,USA,STR872,Headphones,7.77,701.89,2022-10-04,4920-6479-3828-2883,04/28
ORD4546,Alex Brown,+1-300-2958,Los Angeles,USA,STR746,Smartphone,5.55,945.61,2022-03-12,3726-8199-9978-8461,07/27
ORD1555,Jane Brown,+1-445-4697,Phoenix,USA,STR366,Headphones,1.98,530.15,2022-10-27,1780-5995-1884-8105,01/22
ORD2560,Alex Smith,+1-660-3621,New York,USA,STR622,Smartphone,8.1,26.89,2022-08-04,1783-8158-6050-2897,03/24
ORD3718,Michael Smith,+1-454-2859,Phoenix,USA,STR555,Laptop,8.58,564.47,2022-11-21,3868-9449-6355-1508,05/23
ORD4601,Michael Brown,+1-926-6004,Phoenix,USA,STR164,Headphones,4.18,930.96,2022-07-08,3951-5659-6213-2605,07/28
ORD7523,Alex Doe,+1-211-8070,Los Angeles,USA,STR744,Headphones,3.02,856.23,2022-09-03,6750-2170-9587-3932,10/26
ORD8339,Alex Johnson,+1-490-3947,Chicago,USA,STR503,Laptop,7.97,871.31,2022-08-08,5738-9037-6035-9881,12/25
ORD4799,Michael Johnson,+1-944-9374,Houston,USA,STR430,Headphones,8.89,815.84,2022-02-19,2343-2539-3680-9922,01/22
ORD9467,Alex Doe,+1-505-2133,Houston,USA,STR257,Laptop,9.78,131.74,2022-11-19,7444-6190-2378-9685,09/28
ORD9293,Jane Doe,+1-289-9942,New York,USA,STR322,Tablet,7.0,987.64,2022-08-08,7457-2568-5640-2710,01/25
ORD412,Emily Johnson,+1-851-2438,Los Angeles,USA,STR233,Tablet,8.93,763.44,2022-01-08,9393-8274-8071-3924,10/25
ORD5463,Alex Brown,+1-419-7505,Chicago,USA,STR847,Smartphone,2.34,203.11,2022-11-23,9320-6952-7458-6654,04/25
