OrderID,CustomerName,PhoneNumber,Location,Country,StoreCode,Product,Quantity,Price,Date,CreditCardNumber,ExpiryDate
ORD8886,Alex Brown,+1-564-3461,Phoenix,USA,STR134,Smartwatch,7.59,545.14,2022-10-02,2380-5701-1075-1010,03/26
ORD3454,John Johnson,+1-415-2896,Houston,USA,STR433,Laptop,3.99,157.89,2022-01-14,1701-1767-6427-4761,09/27
ORD3336,Jane Smith,+1-475-1784,Chicago,USA,STR136,Tablet,4.66,646.8,2022-04-24,4574-7200-7328-7607,09/23
ORD8402,Emily Lee,+1-695-8717,Chicago,USA,STR337,Headphones,1.59,297.05,2022-03-07,6748-5188-5364-2233,02/26
ORD1871,Michael Johnson,+1-761-5673,New York,USA,STR615,Headphones,7.47,916.85,2022-08-11,3680-1005-1599-6314,08/27
ORD9546,Alex Johnson,+1-819-8081,New York,USA,STR116,Headphones,7.72,880.22,2022-08-02,3025-7996-9690-9269,09/22
ORD3705,Emily Johnson,+1-814-7458,New York,USA,STR850,Headphones,5.22,139.46,2022-03-12,4206-4593-9057-8423,07/25
ORD485,Michael Johnson,+1-807-2633,New York,USA,STR508,Smartphone,9.57,13.22,2022-12-12,9296-4885-9951-6560,01/26
ORD3718,Jane Lee,+1-127-9094,New York,USA,STR622,Smartwatch,5.1,989.57,2022-06-16,5810-3845-2374-5691,04/25
ORD7748,Alex Smith,+1-715-7897,Houston,USA,STR308,Smartwatch,8.23,52.44,2022-09-13,3237-1346-1953-7811,11/24
ORD2853,John Johnson,+1-870-9771,Phoenix,USA,STR810,Smartwatch,8.55,256.14,2022-01-09,1857-3351-1633-9407,11/23
ORD7643,Michael Lee,+1-493-1803,Los Angeles,USA,STR174,Headphones,6.15,962.28,2022-08-25,8702-2050-3846-4119,12/22
ORD9800,Emily Lee,+1-176-4479,Phoenix,USA,STR828,Laptop,2.16,138.2,2022-10-09,1272-1198-5507-3378,12/23
ORD9651,Jane Johnson,+1-634-7188,Phoenix,USA,STR533,Headphones,5.02,485.04,2022-07-27,3699-3593-8819-1104,05/25
ORD4125,Michael Lee,+1-889-1751,Houston,USA,STR974,Headphones,7.71,351.49,2022-11-18,4816-7744-2652-9439,11/23
ORD8130,Alex Lee,+1-575-2984,Chicago,USA,STR882,Headphones,3.77,404.91,2022-11-12,5659-4311-9608-6390,07/26
ORD4421,Alex Johnson,+1-445-4252,Chicago,USA,STR122,Laptop,8.79,280.99,2022-08-03,8864-1369-6952-5207,08/22
ORD8535,Michael Lee,+1-265-1913,Phoenix,USA,STR729,Laptop,7.22,995.83,2022-08-01,6023-7668-7095-4770,03/27
ORD9707,Alex Lee,+1-222-1247,Houston,USA,STR343,Laptop,9.43,624.36,2022-03-15,9420-9423-5621-5526,03/28
ORD6362,Michael Smith,+1-117-2943,New York,USA,STR520,Tablet,5.43,406.8,2022-05-14,4836-6858-4586-4335,12/24
ORD7591,Michael Lee,+1-400-8822,New York,USA,STR106,Headphones,2.36,914.99,2022-11-11,5466-6339-9367-5636,02/22
ORD3681,Emily Doe,+1-323-6136,Houston,USA,STR131,Headphones,8.29,688.29,2022-07-01,6729-2302-3748-4294,04/26
ORD8874,Michael Lee,+1-856-3098,Chicago,USA,STR204,Laptop,4.47,970.25,2022-03-02,2741-4669-9290-5164,02/26
ORD7259,Emily Smith,+1-335-5090,Los Angeles,USA,STR112,Headphones,1.22,449.95,2022-03-16,5034-1373-4305-4657,09/23
ORD8297,Jane Doe,+1-518-1828,Los Angeles,USA,STR249,Laptop,8.49,549.14,2022-05-09,4631-6626-6305-8903,04/27
ORD4593,John Johnson,+1-707-8292,Houston,USA,STR890,Laptop,1.73,783.18,2022-10-24,6116-9911-6023-7596,06/22
ORD3565,Alex Brown,+1-422-8898,Houston,USA,STR918,Smartphone,7.13,391.15,2022-11-24,6351-6964-3564-4067,02/23
ORD2575,Michael Smith,+1-571-9548,Los Angeles,USA,STR714,Headphones,1.94,530.03,2022-09-28,8145-8546-9779-9936,06/27
ORD5580,Jane Brown,+1-155-9113,Phoenix,USA,STR959,Headphones,1.48,171.67,2022-01-26,9314-2391-5741-2193,05/27
ORD8375,Emily Doe,+1-100-6959,Los Angeles,USA,STR293,Laptop,6.85,150.96,2022-11-22,5444-6881-2671-5397,02/28
ORD1943,Jane Brown,+1-959-2632,Phoenix,USA,STR528,Smartwatch,7.45,187.44,2022-03-24,2718-4790-8194-1471,01/24
ORD7026,Alex Doe,+1-284-3301,Phoenix,USA,STR866,Tablet,7.23,42.16,2022-12-08,4219-1291-3564-8012,11/24
ORD1624,John Doe,+1-844-5429,New York,USA,STR518,Laptop,2.6,272.97,2022-04-24,2952-3017-4480-8412,04/23
ORD6353,Michael Smith,+1-917-5882,New York,USA,STR937,Headphones,4.37,35.69,2022-12-14,1431-8764-6725-2540,06/28
ORD1035,John Johnson,+1-563-4469,New York,USA,STR841,Smartphone,8.29,171.51,2022-02-18,9935-9978-1822-2994,02/23
ORD8886,Alex Doe,+1-736-5102,Chicago,USA,STR457,Laptop,1.42,956.16,2022-09-23,7758-8811-2745-3460,09/28
ORD2806,Emily Johnson,+1-868-4816,Chicago,USA,STR139,Smartphone,3.47,25.67,2022-01-05,8425-9018-2719-8760,08/24
